UID, batch_number, weekday, timestamp, decimal_hour, surface_temperature_C, surface_temperature_error_C, air_temperature_C, air_temperature_error_C, relative_humidity_percent, relative_humidity_error_percent, barometric_pressure_hPa, barometric_pressure_error_hPa, altitude_uncalibrated_m, altitude_uncalibrated_error_m, V450_wavelength_nm, V450_wavelength_error_nm, V450_irradiance_uW_per_cm_squared, V450_irradiance_error_uW_per_cm_squared, B500_wavelength_nm, B500_wavelength_error_nm, B500_irradiance_uW_per_cm_squared, B500_irradiance_error_uW_per_cm_squared, G550_wavelength_nm, G550_wavelength_error_nm, G550_irradiance_uW_per_cm_squared, G550_irradiance_error_uW_per_cm_squared, Y570_wavelength_nm, Y570_wavelength_error_nm, Y570_irradiance_uW_per_cm_squared, Y570_irradiance_error_uW_per_cm_squared, O600_wavelength_nm, O600_wavelength_error_nm, O600_irradiance_uW_per_cm_squared, O600_irradiance_error_uW_per_cm_squared, R650_wavelength_nm, R650_wavelength_error_nm, R650_irradiance_uW_per_cm_squared, R650_irradiance_error_uW_per_cm_squared, nir610_wavelength_nm, nir610_wavelength_error_nm, nir610_irradiance_uW_per_cm_squared, nir610_irradiance_error_uW_per_cm_squared, nir680_wavelength_nm, nir680_wavelength_error_nm, nir680_irradiance_uW_per_cm_squared, nir680_irradiance_error_uW_per_cm_squared, nir730_wavelength_nm, nir730_wavelength_error_nm, nir730_irradiance_uW_per_cm_squared, nir730_irradiance_error_uW_per_cm_squared, nir760_wavelength_nm, nir760_wavelength_error_nm, nir760_irradiance_uW_per_cm_squared, nir760_irradiance_error_uW_per_cm_squared, nir810_wavelength_nm, nir810_wavelength_error_nm, nir810_irradiance_uW_per_cm_squared, nir810_irradiance_error_uW_per_cm_squared, nir860_wavelength_nm, nir860_wavelength_error_nm, nir860_irradiance_uW_per_cm_squared, nir860_irradiance_error_uW_per_cm_squared, LiDAR_range_m, LiDAR_range_error_m,battery_voltage
6047, 16, Friday, 20230901T150511Z, 15.0864, 24.1, 1.0, 36.8, 0.3, 23, 1.8, 1020, 1, -55.9, 100, 450, 5, 1553, 186.36, 500, 5, 2908, 348.96, 550, 5, 3489, 418.68, 570, 5, 3467, 416.04, 600, 5, 2022, 242.64, 650, 5, 1914, 229.68, 610, 5, 373, 44.76, 680, 5, 5740, 688.8, 730, 5, 22127, 2655.24, 760, 5, 25867, 3104.04, 810, 5, 26775, 3213.0, 860, 5, 2050, 246.0, 1.45, 0.001, 3.79
6047, 17, Friday, 20230901T150515Z, 15.0875, 23.9, 1.0, 36.6, 0.3, 22, 1.8, 1020, 1, -55.9, 100, 450, 5, 1966, 235.92, 500, 5, 3383, 405.96, 550, 5, 4290, 514.8, 570, 5, 4388, 526.56, 600, 5, 2700, 324.0, 650, 5, 2477, 297.24, 610, 5, 4436, 532.32, 680, 5, 4968, 596.16, 730, 5, 13120, 1574.4, 760, 5, 17009, 2041.08, 810, 5, 21917, 2630.04, 860, 5, 22712, 2725.44, 1.064, 0.001, 3.8
6047, 18, Friday, 20230901T150913Z, 15.1536, 32.3, 1.0, 36.1, 0.3, 24, 1.8, 1020, 1, -56.6, 100, 450, 5, 20, 2.4, 500, 5, 28, 3.36, 550, 5, 32, 3.84, 570, 5, 39, 4.68, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 6, 0.72, 680, 5, 160, 19.2, 730, 5, 166, 19.92, 760, 5, 186, 22.32, 810, 5, 224, 26.88, 860, 5, 17, 2.04, 0.024, 0.001, 3.79
6047, 18, Friday, 20230901T150914Z, 15.1539, 32.7, 1.0, 36.0, 0.3, 24, 1.8, 1020, 1, -56.5, 100, 450, 5, 20, 2.4, 500, 5, 29, 3.48, 550, 5, 32, 3.84, 570, 5, 39, 4.68, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 73, 8.76, 680, 5, 110, 13.2, 730, 5, 113, 13.56, 760, 5, 127, 15.24, 810, 5, 153, 18.36, 860, 5, 181, 21.72, 0.021, 0.001, 3.79
6047, 18, Friday, 20230901T150915Z, 15.1542, 32.6, 1.0, 36.1, 0.3, 24, 1.8, 1020, 1, -56.6, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 39, 4.68, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 73, 8.76, 680, 5, 111, 13.32, 730, 5, 115, 13.8, 760, 5, 128, 15.36, 810, 5, 155, 18.6, 860, 5, 183, 21.96, 0.024, 0.001, 3.78
6047, 18, Friday, 20230901T150916Z, 15.1544, 32.6, 1.0, 36.1, 0.3, 25, 1.8, 1020, 1, -56.4, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 39, 4.68, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 73, 8.76, 680, 5, 112, 13.44, 730, 5, 115, 13.8, 760, 5, 128, 15.36, 810, 5, 156, 18.72, 860, 5, 183, 21.96, 0.02, 0.001, 3.79
6047, 18, Friday, 20230901T150917Z, 15.1547, 32.5, 1.0, 36.0, 0.3, 24, 1.8, 1020, 1, -56.3, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 39, 4.68, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 112, 13.44, 730, 5, 115, 13.8, 760, 5, 128, 15.36, 810, 5, 156, 18.72, 860, 5, 183, 21.96, 0.021, 0.001, 3.79
6047, 18, Friday, 20230901T150918Z, 15.155, 32.6, 1.0, 36.0, 0.3, 24, 1.8, 1020, 1, -56.4, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 73, 8.76, 680, 5, 112, 13.44, 730, 5, 116, 13.92, 760, 5, 129, 15.48, 810, 5, 156, 18.72, 860, 5, 183, 21.96, 0.024, 0.001, 3.79
6047, 18, Friday, 20230901T150919Z, 15.1553, 32.8, 1.0, 36.0, 0.3, 24, 1.8, 1020, 1, -56.3, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 112, 13.44, 730, 5, 116, 13.92, 760, 5, 129, 15.48, 810, 5, 156, 18.72, 860, 5, 184, 22.08, 0.025, 0.001, 3.8
6047, 18, Friday, 20230901T150920Z, 15.1556, 32.8, 1.0, 36.0, 0.3, 24, 1.8, 1020, 1, -56.4, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 112, 13.44, 730, 5, 116, 13.92, 760, 5, 129, 15.48, 810, 5, 156, 18.72, 860, 5, 184, 22.08, 0.022, 0.001, 3.8
6047, 18, Friday, 20230901T150921Z, 15.1558, 32.6, 1.0, 36.0, 0.3, 24, 1.8, 1020, 1, -56.4, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 112, 13.44, 730, 5, 116, 13.92, 760, 5, 130, 15.6, 810, 5, 156, 18.72, 860, 5, 186, 22.32, 0.023, 0.001, 3.79
6047, 18, Friday, 20230901T150922Z, 15.1561, 32.6, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.5, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 112, 13.44, 730, 5, 115, 13.8, 760, 5, 129, 15.48, 810, 5, 156, 18.72, 860, 5, 184, 22.08, 0.023, 0.001, 3.79
6047, 18, Friday, 20230901T150924Z, 15.1567, 32.6, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.4, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 73, 8.76, 680, 5, 112, 13.44, 730, 5, 115, 13.8, 760, 5, 129, 15.48, 810, 5, 156, 18.72, 860, 5, 184, 22.08, 0.022, 0.001, 3.78
6047, 18, Friday, 20230901T150925Z, 15.1569, 32.7, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.3, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 112, 13.44, 730, 5, 116, 13.92, 760, 5, 129, 15.48, 810, 5, 157, 18.84, 860, 5, 186, 22.32, 0.023, 0.001, 3.79
6047, 18, Friday, 20230901T150926Z, 15.1572, 32.6, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.5, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 112, 13.44, 730, 5, 115, 13.8, 760, 5, 129, 15.48, 810, 5, 156, 18.72, 860, 5, 186, 22.32, 0.022, 0.001, 3.79
6047, 18, Friday, 20230901T150927Z, 15.1575, 32.8, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.7, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 112, 13.44, 730, 5, 115, 13.8, 760, 5, 129, 15.48, 810, 5, 156, 18.72, 860, 5, 186, 22.32, 0.024, 0.001, 3.79
6047, 18, Friday, 20230901T150928Z, 15.1578, 32.8, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.4, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 112, 13.44, 730, 5, 115, 13.8, 760, 5, 129, 15.48, 810, 5, 157, 18.84, 860, 5, 186, 22.32, 0.022, 0.001, 3.8
6047, 18, Friday, 20230901T150929Z, 15.1581, 32.8, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.7, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 73, 8.76, 680, 5, 113, 13.56, 730, 5, 115, 13.8, 760, 5, 129, 15.48, 810, 5, 154, 18.48, 860, 5, 186, 22.32, 0.022, 0.001, 3.79
6047, 18, Friday, 20230901T150930Z, 15.1583, 32.6, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.5, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 115, 13.8, 760, 5, 129, 15.48, 810, 5, 157, 18.84, 860, 5, 187, 22.44, 0.023, 0.001, 3.79
6047, 18, Friday, 20230901T150931Z, 15.1586, 32.7, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.3, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 116, 13.92, 760, 5, 129, 15.48, 810, 5, 157, 18.84, 860, 5, 187, 22.44, 0.025, 0.001, 3.78
6047, 18, Friday, 20230901T150932Z, 15.1589, 33.0, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.4, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 116, 13.92, 760, 5, 129, 15.48, 810, 5, 157, 18.84, 860, 5, 187, 22.44, 0.023, 0.001, 3.78
6047, 18, Friday, 20230901T150933Z, 15.1592, 32.8, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.5, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 116, 13.92, 760, 5, 130, 15.6, 810, 5, 158, 18.96, 860, 5, 187, 22.44, 0.023, 0.001, 3.79
6047, 18, Friday, 20230901T150934Z, 15.1594, 32.7, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.6, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 34, 4.08, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 116, 13.92, 760, 5, 131, 15.72, 810, 5, 158, 18.96, 860, 5, 188, 22.56, 0.025, 0.001, 3.79
6047, 18, Friday, 20230901T150935Z, 15.1597, 32.7, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.4, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 116, 13.92, 760, 5, 130, 15.6, 810, 5, 158, 18.96, 860, 5, 188, 22.56, 0.021, 0.001, 3.78
6047, 18, Friday, 20230901T150937Z, 15.1603, 32.8, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.6, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 116, 13.92, 760, 5, 130, 15.6, 810, 5, 158, 18.96, 860, 5, 188, 22.56, 0.02, 0.001, 3.78
6047, 18, Friday, 20230901T150938Z, 15.1606, 32.7, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.7, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 116, 13.92, 760, 5, 130, 15.6, 810, 5, 158, 18.96, 860, 5, 188, 22.56, 0.02, 0.001, 3.79
6047, 18, Friday, 20230901T150939Z, 15.1608, 32.8, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.5, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 34, 4.08, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 116, 13.92, 760, 5, 131, 15.72, 810, 5, 158, 18.96, 860, 5, 188, 22.56, 0.022, 0.001, 3.79
6047, 18, Friday, 20230901T150940Z, 15.1611, 32.7, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.7, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 116, 13.92, 760, 5, 131, 15.72, 810, 5, 158, 18.96, 860, 5, 188, 22.56, 0.028, 0.001, 3.78
6047, 18, Friday, 20230901T150941Z, 15.1614, 32.7, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.7, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 116, 13.92, 760, 5, 131, 15.72, 810, 5, 158, 18.96, 860, 5, 189, 22.68, 0.023, 0.001, 3.79
6047, 18, Friday, 20230901T150942Z, 15.1617, 32.8, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.6, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 34, 4.08, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 116, 13.92, 760, 5, 130, 15.6, 810, 5, 158, 18.96, 860, 5, 189, 22.68, 0.026, 0.001, 3.78
6047, 18, Friday, 20230901T150943Z, 15.1619, 33.0, 1.0, 35.9, 0.3, 26, 1.8, 1020, 1, -56.5, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 73, 8.76, 680, 5, 113, 13.56, 730, 5, 115, 13.8, 760, 5, 129, 15.48, 810, 5, 158, 18.96, 860, 5, 187, 22.44, 0.023, 0.001, 3.78
6047, 18, Friday, 20230901T150944Z, 15.1622, 33.1, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.5, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 34, 4.08, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 74, 8.88, 680, 5, 113, 13.56, 730, 5, 117, 14.04, 760, 5, 132, 15.84, 810, 5, 157, 18.84, 860, 5, 188, 22.56, 0.024, 0.001, 3.79
6047, 18, Friday, 20230901T150945Z, 15.1625, 32.9, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.5, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 73, 8.76, 680, 5, 113, 13.56, 730, 5, 112, 13.44, 760, 5, 126, 15.12, 810, 5, 156, 18.72, 860, 5, 181, 21.72, 0.025, 0.001, 3.79
6047, 18, Friday, 20230901T150946Z, 15.1628, 33.2, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.6, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 73, 8.76, 680, 5, 111, 13.32, 730, 5, 110, 13.2, 760, 5, 123, 14.76, 810, 5, 149, 17.88, 860, 5, 181, 21.72, 0.019, 0.001, 3.78
6047, 18, Friday, 20230901T150947Z, 15.1631, 33.2, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.8, 100, 450, 5, 21, 2.52, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 73, 8.76, 680, 5, 111, 13.32, 730, 5, 109, 13.08, 760, 5, 122, 14.64, 810, 5, 148, 17.76, 860, 5, 178, 21.36, 0.024, 0.001, 3.79
6047, 18, Friday, 20230901T150948Z, 15.1633, 33.1, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.6, 100, 450, 5, 20, 2.4, 500, 5, 29, 3.48, 550, 5, 33, 3.96, 570, 5, 40, 4.8, 600, 5, 50, 6.0, 650, 5, 62, 7.44, 610, 5, 73, 8.76, 680, 5, 111, 13.32, 730, 5, 109, 13.08, 760, 5, 122, 14.64, 810, 5, 148, 17.76, 860, 5, 178, 21.36, 0.021, 0.001, 3.79
6047, 18, Friday, 20230901T150950Z, 15.1639, 32.9, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.5, 100, 450, 5, 25, 3.0, 500, 5, 36, 4.32, 550, 5, 40, 4.8, 570, 5, 49, 5.88, 600, 5, 68, 8.16, 650, 5, 85, 10.2, 610, 5, 74, 8.88, 680, 5, 126, 15.12, 730, 5, 129, 15.48, 760, 5, 136, 16.32, 810, 5, 170, 20.4, 860, 5, 182, 21.84, 0.019, 0.001, 3.78
6047, 18, Friday, 20230901T150951Z, 15.1642, 33.0, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.4, 100, 450, 5, 11, 1.32, 500, 5, 16, 1.92, 550, 5, 17, 2.04, 570, 5, 19, 2.28, 600, 5, 21, 2.52, 650, 5, 27, 3.24, 610, 5, 102, 12.24, 680, 5, 96, 11.52, 730, 5, 111, 13.32, 760, 5, 110, 13.2, 810, 5, 127, 15.24, 860, 5, 201, 24.12, 0.024, 0.001, 3.79
6047, 18, Friday, 20230901T150952Z, 15.1644, 33.1, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.7, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 17, 2.04, 570, 5, 19, 2.28, 600, 5, 21, 2.52, 650, 5, 27, 3.24, 610, 5, 59, 7.08, 680, 5, 73, 8.76, 730, 5, 85, 10.2, 760, 5, 82, 9.84, 810, 5, 103, 12.36, 860, 5, 120, 14.4, 0.021, 0.001, 3.78
6047, 18, Friday, 20230901T150953Z, 15.1647, 32.9, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.5, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 17, 2.04, 570, 5, 18, 2.16, 600, 5, 21, 2.52, 650, 5, 27, 3.24, 610, 5, 59, 7.08, 680, 5, 73, 8.76, 730, 5, 84, 10.08, 760, 5, 81, 9.72, 810, 5, 100, 12.0, 860, 5, 119, 14.28, 0.016, 0.001, 3.78
6047, 18, Friday, 20230901T150954Z, 15.165, 33.0, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.6, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 17, 2.04, 570, 5, 19, 2.28, 600, 5, 20, 2.4, 650, 5, 26, 3.12, 610, 5, 58, 6.96, 680, 5, 72, 8.64, 730, 5, 83, 9.96, 760, 5, 80, 9.6, 810, 5, 100, 12.0, 860, 5, 119, 14.28, 0.018, 0.001, 3.79
6047, 18, Friday, 20230901T150955Z, 15.1653, 33.1, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.7, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 17, 2.04, 570, 5, 18, 2.16, 600, 5, 20, 2.4, 650, 5, 26, 3.12, 610, 5, 58, 6.96, 680, 5, 73, 8.76, 730, 5, 83, 9.96, 760, 5, 80, 9.6, 810, 5, 100, 12.0, 860, 5, 119, 14.28, 0.018, 0.001, 3.8
6047, 18, Friday, 20230901T150957Z, 15.1658, 33.2, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.9, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 17, 2.04, 570, 5, 18, 2.16, 600, 5, 20, 2.4, 650, 5, 26, 3.12, 610, 5, 58, 6.96, 680, 5, 72, 8.64, 730, 5, 83, 9.96, 760, 5, 81, 9.72, 810, 5, 100, 12.0, 860, 5, 119, 14.28, 0.02, 0.001, 3.79
6047, 18, Friday, 20230901T150958Z, 15.1661, 33.1, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.7, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 17, 2.04, 570, 5, 18, 2.16, 600, 5, 20, 2.4, 650, 5, 26, 3.12, 610, 5, 58, 6.96, 680, 5, 72, 8.64, 730, 5, 83, 9.96, 760, 5, 80, 9.6, 810, 5, 100, 12.0, 860, 5, 119, 14.28, 0.019, 0.001, 3.79
6047, 18, Friday, 20230901T150959Z, 15.1664, 33.1, 1.0, 35.9, 0.3, 25, 1.8, 1020, 1, -56.7, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 17, 2.04, 570, 5, 18, 2.16, 600, 5, 20, 2.4, 650, 5, 26, 3.12, 610, 5, 58, 6.96, 680, 5, 72, 8.64, 730, 5, 83, 9.96, 760, 5, 80, 9.6, 810, 5, 100, 12.0, 860, 5, 119, 14.28, 0.021, 0.001, 3.8
6047, 18, Friday, 20230901T151000Z, 15.1667, 33.2, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.7, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 17, 2.04, 570, 5, 18, 2.16, 600, 5, 20, 2.4, 650, 5, 26, 3.12, 610, 5, 58, 6.96, 680, 5, 72, 8.64, 730, 5, 83, 9.96, 760, 5, 80, 9.6, 810, 5, 100, 12.0, 860, 5, 119, 14.28, 0.019, 0.001, 3.78
6047, 18, Friday, 20230901T151001Z, 15.1669, 33.1, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.7, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 17, 2.04, 570, 5, 18, 2.16, 600, 5, 20, 2.4, 650, 5, 26, 3.12, 610, 5, 58, 6.96, 680, 5, 72, 8.64, 730, 5, 83, 9.96, 760, 5, 80, 9.6, 810, 5, 100, 12.0, 860, 5, 119, 14.28, 0.022, 0.001, 3.78
6047, 18, Friday, 20230901T151002Z, 15.1672, 33.1, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.8, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 16, 1.92, 570, 5, 18, 2.16, 600, 5, 20, 2.4, 650, 5, 26, 3.12, 610, 5, 58, 6.96, 680, 5, 72, 8.64, 730, 5, 83, 9.96, 760, 5, 80, 9.6, 810, 5, 99, 11.88, 860, 5, 119, 14.28, 0.02, 0.001, 3.78
6047, 18, Friday, 20230901T151003Z, 15.1675, 32.8, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.5, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 17, 2.04, 570, 5, 18, 2.16, 600, 5, 20, 2.4, 650, 5, 26, 3.12, 610, 5, 58, 6.96, 680, 5, 72, 8.64, 730, 5, 83, 9.96, 760, 5, 80, 9.6, 810, 5, 99, 11.88, 860, 5, 119, 14.28, 0.021, 0.001, 3.79
6047, 18, Friday, 20230901T151005Z, 15.1681, 33.0, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.5, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 17, 2.04, 570, 5, 18, 2.16, 600, 5, 20, 2.4, 650, 5, 26, 3.12, 610, 5, 58, 6.96, 680, 5, 74, 8.88, 730, 5, 83, 9.96, 760, 5, 80, 9.6, 810, 5, 97, 11.64, 860, 5, 119, 14.28, 0.014, 0.001, 3.78
6047, 18, Friday, 20230901T151006Z, 15.1683, 33.0, 1.0, 35.9, 0.3, 24, 1.8, 1020, 1, -56.5, 100, 450, 5, 11, 1.32, 500, 5, 15, 1.8, 550, 5, 17, 2.04, 570, 5, 18, 2.16, 600, 5, 20, 2.4, 650, 5, 26, 3.12, 610, 5, 58, 6.96, 680, 5, 72, 8.64, 730, 5, 83, 9.96, 760, 5, 80, 9.6, 810, 5, 99, 11.88, 860, 5, 118, 14.16, 0.023, 0.001, 3.78
